行政区划代码,地区等级,县域名称,所属省份,经度,纬度,地形起伏度
210404,3,望花区,辽宁省,123.784206,41.853646,0.100898
210411,3,顺城区,辽宁省,123.94504,41.883375,0.143344
210421,3,抚顺县,辽宁省,124.097979,41.922644,0.314026
210422,3,新宾满族自治县,辽宁省,125.039978,41.734256,0.553702
210423,3,清原满族自治县,辽宁省,124.924083,42.100539,0.462619
210502,3,平山区,辽宁省,123.768926,41.299702,0.2436
210503,3,溪湖区,辽宁省,123.767647,41.329219,0.20568
210504,3,明山区,辽宁省,123.817212,41.30871,0.462872
210505,3,南芬区,辽宁省,123.744802,41.100445,0.613359
210521,3,本溪满族自治县,辽宁省,124.120436,41.301892,0.696175
210522,3,桓仁满族自治县,辽宁省,125.361007,41.267128,0.755341
210602,3,元宝区,辽宁省,124.395757,40.13652,0.085199
210603,3,振兴区,辽宁省,124.360264,40.105194,0.018501
210604,3,振安区,辽宁省,124.428162,40.158267,0.152846
210624,3,宽甸满族自治县,辽宁省,124.78366,40.731317,0.455843
210681,3,东港市,辽宁省,124.152705,39.863008,0.035902
210682,3,凤城市,辽宁省,124.066919,40.452298,0.292084
210702,3,古塔区,辽宁省,121.128279,41.117245,0.036593
210703,3,凌河区,辽宁省,121.150877,41.11499,0.035613
210711,3,太和区,辽宁省,121.103892,41.109147,0.048187
210726,3,黑山县,辽宁省,122.123443,41.666028,0.035845
210727,3,义县,辽宁省,121.23908,41.533087,0.176423
210781,3,凌海市,辽宁省,121.35773,41.1734,0.059803
210782,3,北镇市,辽宁省,121.795962,41.598764,0.10884
210802,3,站前区,辽宁省,122.258961,40.67267,0.002804
210803,3,西市区,辽宁省,122.206414,40.666408,0.00228
210804,3,鲅鱼圈区,辽宁省,122.107814,40.230636,0.047599
210811,3,老边区,辽宁省,122.379967,40.680303,0.001768
210881,3,盖州市,辽宁省,122.348936,40.400611,0.30073
210882,3,大石桥市,辽宁省,122.509131,40.644622,0.144833
210902,3,海州区,辽宁省,121.656255,42.013242,0.152745
210903,3,新邱区,辽宁省,121.792535,42.087632,0.244886
210904,3,太平区,辽宁省,121.678512,42.0106,0.220633
210905,3,清河门区,辽宁省,121.416105,41.7831,0.109951
210911,3,细河区,辽宁省,121.68054,42.025495,0.16685
210921,3,阜新蒙古族自治县,辽宁省,121.757901,42.065175,0.243675
210922,3,彰武县,辽宁省,122.538793,42.386544,0.141448
211002,3,白塔区,辽宁省,123.174325,41.270347,0.02379
211003,3,文圣区,辽宁省,123.185386,41.262608,0.047527
211004,3,宏伟区,辽宁省,123.196672,41.217649,0.067136
211005,3,弓长岭区,辽宁省,123.419804,41.151847,0.21449
211011,3,太子河区,辽宁省,123.181782,41.253277,0.030416
211021,3,辽阳县,辽宁省,123.105695,41.205329,0.262599
211081,3,灯塔市,辽宁省,123.339312,41.426372,0.068734
211102,3,双台子区,辽宁省,122.060112,41.190606,0.004759
211103,3,兴隆台区,辽宁省,122.069897,41.158678,0.003272
211121,3,大洼县,辽宁省,122.082227,41.002679,0.002605
211122,3,盘山县,辽宁省,121.996499,41.242873,0.00394
211202,3,银州区,辽宁省,123.842305,42.28613,0.105461
211204,3,清河区,辽宁省,124.159232,42.54714,0.20181
211221,3,铁岭县,辽宁省,123.729004,42.223383,0.164477
211223,3,西丰县,辽宁省,124.727393,42.73803,0.318223
211224,3,昌图县,辽宁省,124.1111,42.785791,0.130244
211281,3,调兵山市,辽宁省,123.567117,42.467521,0.096416
211282,3,开原市,辽宁省,124.038268,42.546307,0.214565
211302,3,双塔区,辽宁省,120.453744,41.565628,0.266644
211303,3,龙城区,辽宁省,120.413376,41.576749,0.305727
211321,3,朝阳县,辽宁省,120.389862,41.497767,0.400292
211322,3,建平县,辽宁省,119.64328,41.403128,0.650634
211324,3,喀喇沁左翼蒙古族自治县,辽宁省,119.741223,41.12815,0.45011
211381,3,北票市,辽宁省,120.77073,41.800684,0.306242
211382,3,凌源市,辽宁省,119.401574,41.245445,0.563178
211402,3,连山区,辽宁省,120.869231,40.774461,0.176304
211403,3,龙港区,辽宁省,120.893786,40.735519,0.03291
211404,3,南票区,辽宁省,120.749728,41.107108,0.197753
211421,3,绥中县,辽宁省,120.344229,40.325659,0.165283
211422,3,建昌县,辽宁省,119.837124,40.824368,0.468384
211481,3,兴城市,辽宁省,120.72831,40.614762,0.103592
220102,3,南关区,吉林省,125.350173,43.863989,0.238311
220103,3,宽城区,吉林省,125.326578,43.943614,0.199737
220104,3,朝阳区,吉林省,125.288319,43.833513,0.222959
220105,3,二道区,吉林省,125.374217,43.865596,0.221008
220106,3,绿园区,吉林省,125.256136,43.880975,0.209729
220112,3,双阳区,吉林省,125.664662,43.525311,0.251354
220122,3,农安县,吉林省,125.184742,44.432889,0.190661
220181,3,九台市,吉林省,125.839574,44.151742,0.223492
220182,3,榆树市,吉林省,126.533146,44.840288,0.186905
220183,3,德惠市,吉林省,125.72862,44.521785,0.175397
220202,3,昌邑区,吉林省,126.57471,43.881818,0.214773
220203,3,龙潭区,吉林省,126.562197,43.910803,0.239938
220204,3,船营区,吉林省,126.540966,43.833445,0.249116
220211,3,丰满区,吉林省,126.562274,43.821601,0.517599
220221,3,永吉县,吉林省,126.497741,43.672582,0.398641
220281,3,蛟河市,吉林省,127.344501,43.723713,0.567615
220282,3,桦甸市,吉林省,126.74631,42.972097,0.520061
220283,3,舒兰市,吉林省,126.965607,44.406106,0.364748
220284,3,磐石市,吉林省,126.060427,42.946285,0.390042
220302,3,铁西区,吉林省,124.345722,43.146155,0.173882
220303,3,铁东区,吉林省,124.409622,43.162048,0.267455
220322,3,梨树县,吉林省,124.33539,43.30706,0.171194
220323,3,伊通满族自治县,吉林省,125.305394,43.345754,0.292237
220381,3,公主岭市,吉林省,124.82283,43.504687,0.198776
220382,3,双辽市,吉林省,123.502724,43.518302,0.143652
220402,3,龙山区,吉林省,125.136452,42.901534,0.307317
220403,3,西安区,吉林省,125.149283,42.927265,0.31189
220421,3,东丰县,吉林省,125.530991,42.676935,0.397341
220422,3,东辽县,吉林省,124.991521,42.926331,0.332893
220502,3,东昌区,吉林省,125.955102,41.728498,0.597639
220503,3,二道江区,吉林省,126.042535,41.774053,0.644862
220521,3,通化县,吉林省,125.759259,41.679808,0.745637
220523,3,辉南县,吉林省,126.046912,42.684993,0.458723
220524,3,柳河县,吉林省,125.744735,42.284606,0.616892
220581,3,梅河口市,吉林省,125.683832,42.530341,0.365229
220582,3,集安市,吉林省,126.194031,41.125307,0.832255
220602,3,浑江区,吉林省,126.416094,41.945409,0.991006
220605,3,江源区,吉林省,126.591144,42.056773,0.865161
220621,3,抚松县,吉林省,127.449764,42.221208,0.914502
220622,3,靖宇县,吉林省,126.813625,42.38876,0.694252
220623,3,长白朝鲜族自治县,吉林省,128.200789,41.420018,1.226598
220681,3,临江市,吉林省,126.918087,41.811979,1.046981
220702,3,宁江区,吉林省,124.817054,45.171792,0.14006
220721,3,前郭尔罗斯蒙古族自治县,吉林省,124.823242,45.11803,0.164481
220722,3,长岭县,吉林省,123.967484,44.275895,0.176215
220723,3,乾安县,吉林省,124.041139,45.003774,0.142821
220781,3,扶余市,吉林省,126.049774,44.988449,0.164551
220802,3,洮北区,吉林省,122.851029,45.621716,0.154449
220821,3,镇赉县,吉林省,123.19989,45.847435,0.135046
220822,3,通榆县,吉林省,123.088239,44.812911,0.156164
220881,3,洮南市,吉林省,122.783779,45.339113,0.196885
220882,3,大安市,吉林省,124.292626,45.506996,0.133888
222401,3,延吉市,吉林省,129.508946,42.891255,0.546451
222402,3,图们市,吉林省,129.84371,42.968044,0.409379
222403,3,敦化市,吉林省,128.232013,43.372413,0.765684
222404,3,珲春市,吉林省,130.366036,42.862821,0.545236
222405,3,龙井市,吉林省,129.427066,42.766311,0.586055
222406,3,和龙市,吉林省,129.010106,42.546675,0.983893
222424,3,汪清县,吉林省,129.771607,43.312522,0.658143
222426,3,安图县,吉林省,128.899807,43.111964,0.803882
230102,3,道里区,黑龙江省,126.616957,45.755777,0.140416
230103,3,南岗区,黑龙江省,126.668788,45.75997,0.161701
230104,3,道外区,黑龙江省,126.649451,45.792113,0.139924
230108,3,平房区,黑龙江省,126.637593,45.597901,0.178899
230109,3,松北区,黑龙江省,126.510275,45.802756,0.121644
230110,3,香坊区,黑龙江省,126.662593,45.707716,0.156818
230111,3,呼兰区,黑龙江省,126.587709,45.889427,0.137573
230112,3,阿城区,黑龙江省,126.958098,45.54867,0.259322
230123,3,依兰县,黑龙江省,129.567985,46.324534,0.218533
230124,3,方正县,黑龙江省,128.829536,45.851695,0.295508
230125,3,宾县,黑龙江省,127.466634,45.745918,0.232397
230126,3,巴彦县,黑龙江省,127.403182,46.085379,0.168048
230127,3,木兰县,黑龙江省,128.043466,45.950582,0.212226
230128,3,通河县,黑龙江省,128.749352,45.972425,0.362379
230129,3,延寿县,黑龙江省,128.331644,45.451897,0.256911
230182,3,双城市,黑龙江省,126.312745,45.383263,0.154857
230183,3,尚志市,黑龙江省,128.009895,45.209586,0.51534
230184,3,五常市,黑龙江省,127.167619,44.931992,0.441328
230202,3,龙沙区,黑龙江省,123.957531,47.317309,0.145476
230203,3,建华区,黑龙江省,123.955464,47.354364,0.148331
230204,3,铁锋区,黑龙江省,123.978293,47.340518,0.145307
230205,3,昂昂溪区,黑龙江省,123.822401,47.15516,0.142435
230206,3,富拉尔基区,黑龙江省,123.62919,47.208843,0.149064
230207,3,碾子山区,黑龙江省,122.887775,47.516872,0.283683
230208,3,梅里斯达斡尔族区,黑龙江省,123.75291,47.309537,0.153282
230221,3,龙江县,黑龙江省,123.205323,47.338665,0.211458
230223,3,依安县,黑龙江省,125.306279,47.893548,0.200732
230224,3,泰来县,黑龙江省,123.416631,46.393694,0.139496
230225,3,甘南县,黑龙江省,123.507429,47.922406,0.193212
230227,3,富裕县,黑龙江省,124.473924,47.77455,0.162086
230229,3,克山县,黑龙江省,125.875705,48.037031,0.276299
230230,3,克东县,黑龙江省,126.248721,48.04206,0.269684
230231,3,拜泉县,黑龙江省,126.100213,47.595851,0.245555
230281,3,讷河市,黑龙江省,124.884244,48.484099,0.247442
230302,3,鸡冠区,黑龙江省,130.980894,45.304073,0.246711
230303,3,恒山区,黑龙江省,130.904963,45.210668,0.38124
230304,3,滴道区,黑龙江省,130.843613,45.348764,0.331837
230305,3,梨树区,黑龙江省,130.69699,45.092046,0.405474
230306,3,城子河区,黑龙江省,131.011304,45.33697,0.296417
230307,3,麻山区,黑龙江省,130.478187,45.212088,0.381756
230321,3,鸡东县,黑龙江省,131.12408,45.260412,0.315311
230381,3,虎林市,黑龙江省,132.93721,45.762686,0.104874
230382,3,密山市,黑龙江省,131.846636,45.529775,0.134621
230402,3,向阳区,黑龙江省,130.294309,47.342478,0.186797
230403,3,工农区,黑龙江省,130.274684,47.318781,0.174055
230404,3,南山区,黑龙江省,130.287057,47.315127,0.162773
230405,3,兴安区,黑龙江省,130.239245,47.25285,0.129193
230406,3,东山区,黑龙江省,130.317062,47.338535,0.307005
230407,3,兴山区,黑龙江省,130.303574,47.357666,0.223329
230421,3,萝北县,黑龙江省,130.828626,47.577495,0.183855
230422,3,绥滨县,黑龙江省,131.852759,47.289116,0.057879
230502,3,尖山区,黑龙江省,131.158416,46.64635,0.193539
230503,3,岭东区,黑龙江省,131.164724,46.592721,0.356487
230505,3,四方台区,黑龙江省,131.334503,46.594316,0.175515
230506,3,宝山区,黑龙江省,131.401589,46.577167,0.186922
230521,3,集贤县,黑龙江省,131.140483,46.728377,0.133477
230522,3,友谊县,黑龙江省,131.808064,46.767299,0.07515
230523,3,宝清县,黑龙江省,132.197243,46.326925,0.160199
230524,3,饶河县,黑龙江省,134.013872,46.798164,0.143488
230602,3,萨尔图区,黑龙江省,125.114643,46.596356,0.147805
230603,3,龙凤区,黑龙江省,125.135326,46.562247,0.143735
230604,3,让胡路区,黑龙江省,124.870597,46.652358,0.143365
230605,3,红岗区,黑龙江省,124.891039,46.398418,0.139182
230606,3,大同区,黑龙江省,124.812364,46.039828,0.133859
230621,3,肇州县,黑龙江省,125.268643,45.699066,0.155619
230622,3,肇源县,黑龙江省,125.078223,45.51932,0.127908
230623,3,林甸县,黑龙江省,124.863603,47.171717,0.152776
230624,3,杜尔伯特蒙古族自治县,黑龙江省,124.442572,46.862817,0.138309
230702,3,伊春区,黑龙江省,128.907303,47.728171,0.299528
230703,3,南岔区,黑龙江省,129.283467,47.138035,0.452763
230704,3,友好区,黑龙江省,128.84075,47.853778,0.373978
230705,3,西林区,黑龙江省,129.312851,47.480735,0.491227
230706,3,翠峦区,黑龙江省,128.669859,47.726728,0.440272
230707,3,新青区,黑龙江省,129.5336,48.290455,0.458651
230708,3,美溪区,黑龙江省,129.129314,47.63509,0.538708
230709,3,金山屯区,黑龙江省,129.429117,47.413074,0.532745
230710,3,五营区,黑龙江省,129.245344,48.10791,0.441412
230711,3,乌马河区,黑龙江省,128.799478,47.727687,0.510524
230712,3,汤旺河区,黑龙江省,129.571108,48.454651,0.477618
230713,3,带岭区,黑龙江省,129.020793,47.028397,0.587449
230714,3,乌伊岭区,黑龙江省,129.43792,48.590323,0.385655
230715,3,红星区,黑龙江省,129.390983,48.239432,0.449417
230716,3,上甘岭区,黑龙江省,129.02426,47.974708,0.417716
230722,3,嘉荫县,黑龙江省,130.403564,48.889109,0.245704
230781,3,铁力市,黑龙江省,128.032422,46.98664,0.589059
230803,3,向阳区,黑龙江省,130.365346,46.80779,0.216924
230804,3,前进区,黑龙江省,130.375063,46.814103,0.183085
230805,3,东风区,黑龙江省,130.403664,46.822572,0.090477
230811,3,郊区,黑龙江省,130.327195,46.810086,0.155424
230822,3,桦南县,黑龙江省,130.553343,46.239185,0.233922
230826,3,桦川县,黑龙江省,130.719081,47.023001,0.09113
230828,3,汤原县,黑龙江省,129.905072,46.730706,0.202506
230833,3,抚远县,黑龙江省,134.307884,48.364687,0.048346
230881,3,同江市,黑龙江省,132.510919,47.642707,0.057371
230882,3,富锦市,黑龙江省,132.037686,47.250108,0.058505
230902,3,新兴区,黑龙江省,130.932143,45.81593,0.201087
230903,3,桃山区,黑龙江省,131.020275,45.765594,0.254811
230904,3,茄子河区,黑龙江省,131.068075,45.785215,0.264012
230921,3,勃利县,黑龙江省,130.592093,45.755507,0.286759
231002,3,东安区,黑龙江省,129.626642,44.58136,0.619215
231003,3,阳明区,黑龙江省,129.635615,44.596104,0.438971
231004,3,爱民区,黑龙江省,129.591657,44.596053,0.45375
231005,3,西安区,黑龙江省,129.616121,44.577625,0.341202
231024,3,东宁县,黑龙江省,131.122915,44.087585,0.556179
231025,3,林口县,黑龙江省,130.284033,45.278046,0.478088
231081,3,绥芬河市,黑龙江省,131.152546,44.412309,0.554501
231083,3,海林市,黑龙江省,129.380482,44.594213,0.728072
231084,3,宁安市,黑龙江省,129.482851,44.34072,0.529808
231085,3,穆棱市,黑龙江省,130.524437,44.918813,0.547294
231102,3,爱辉区,黑龙江省,127.500451,50.252106,0.407381
231121,3,嫩江县,黑龙江省,125.221192,49.185766,0.368844
231123,3,逊克县,黑龙江省,128.47875,49.564252,0.363776
231124,3,孙吴县,黑龙江省,127.336304,49.425652,0.323319
231181,3,北安市,黑龙江省,126.491199,48.241374,0.32459
231182,3,五大连池市,黑龙江省,126.205516,48.517257,0.348438
231202,3,北林区,黑龙江省,126.985593,46.637344,0.161524
231221,3,望奎县,黑龙江省,126.486076,46.832719,0.173234
231222,3,兰西县,黑龙江省,126.288113,46.252447,0.154529
231223,3,青冈县,黑龙江省,126.11386,46.689671,0.187252
231224,3,庆安县,黑龙江省,127.507825,46.880102,0.265685
231225,3,明水县,黑龙江省,125.906301,47.173426,0.205047
231226,3,绥棱县,黑龙江省,127.114832,47.236015,0.310094
231281,3,安达市,黑龙江省,125.352188,46.423508,0.152356
231282,3,肇东市,黑龙江省,125.961814,46.051126,0.151505
231283,3,海伦市,黑龙江省,126.973143,47.461971,0.218393
232703,,,,,,0.680932
232704,,,,,,0.846153
232721,3,呼玛县,黑龙江省,126.665319,51.725637,0.34667
232722,3,塔河县,黑龙江省,124.709996,52.334457,0.475304
232723,3,漠河县,黑龙江省,122.538592,52.972272,0.615385
310101,3,黄浦区,上海市,121.46924,31.22986,0.010402
310104,3,徐汇区,上海市,121.437866,31.19919,0.007447
310105,3,长宁区,上海市,121.424624,31.220367,0.007173
310106,3,静安区,上海市,121.459384,31.247105,0.008598
310107,3,普陀区,上海市,121.395555,31.24984,0.006812
310109,3,虹口区,上海市,121.505133,31.2646,0.008377
310110,3,杨浦区,上海市,121.526077,31.259541,0.006481
310112,3,闵行区,上海市,121.381709,31.112813,0.004785
310113,3,宝山区,上海市,121.489612,31.405457,0.004862
310114,3,嘉定区,上海市,121.2653,31.375602,0.004299
310115,3,浦东新区,上海市,121.544379,31.221517,0.00467
310116,3,金山区,上海市,121.34197,30.741991,0.004955
310117,3,松江区,上海市,121.227747,31.032243,0.004339
310118,3,青浦区,上海市,121.124178,31.150681,0.003951
310120,3,奉贤区,上海市,121.474042,30.917795,0.004895
310230,3,崇明县,上海市,121.397417,31.623587,0.003245
320102,3,玄武区,江苏省,118.797861,32.048687,0.050007
320104,3,秦淮区,江苏省,118.794744,32.039133,0.012829
320105,3,建邺区,江苏省,118.731694,32.003552,0.007188
320106,3,鼓楼区,江苏省,118.76979,32.066336,0.016033
320111,3,浦口区,江苏省,118.627895,32.059093,0.028549
320113,3,栖霞区,江苏省,118.909246,32.096228,0.015742
320114,3,雨花台区,江苏省,118.779073,31.991347,0.018803
320115,3,江宁区,江苏省,118.839685,31.953702,0.032107
320116,3,六合区,江苏省,118.821401,32.322247,0.022845
320117,3,溧水区,江苏省,119.02828,31.651133,0.028399
320118,3,高淳区,江苏省,118.892085,31.328471,0.014964
320202,3,崇安区,江苏省,120.296591,31.575719,0.007649
320205,3,锡山区,江苏省,120.357858,31.589715,0.005633
320206,3,惠山区,江苏省,120.2985,31.681012,0.00507
320211,3,滨湖区,江苏省,120.27175,31.470483,0.007971
320281,3,江阴市,江苏省,120.284939,31.920658,0.006453
320282,3,宜兴市,江苏省,119.823308,31.340637,0.033404
320302,3,鼓楼区,江苏省,117.185591,34.288511,0.035026
320303,3,云龙区,江苏省,117.25156,34.253167,0.03587
320305,3,贾汪区,江苏省,117.466687,34.435506,0.042918
320311,3,泉山区,江苏省,117.193805,34.244258,0.041412
320312,3,铜山区,江苏省,117.169421,34.1807,0.039997
320321,3,丰县,江苏省,116.595391,34.693906,0.040453
320322,3,沛县,江苏省,116.937532,34.721656,0.036892
320324,3,睢宁县,江苏省,117.941563,33.912598,0.024684
320381,3,新沂市,江苏省,118.354537,34.36958,0.026713
320382,3,邳州市,江苏省,118.012531,34.338888,0.027195
320402,3,天宁区,江苏省,119.974991,31.779619,0.005421
320404,3,钟楼区,江苏省,119.902112,31.802192,0.005255
320405,3,戚墅堰区,江苏省,119.942437,31.701188,0.00495
320411,3,新北区,江苏省,119.972182,31.830641,0.005528
320412,3,武进区,江苏省,119.942437,31.701188,0.004931
320481,3,溧阳市,江苏省,119.484211,31.416911,0.028405
320482,3,金坛市,江苏省,119.597897,31.723247,0.011543
320505,3,虎丘区,江苏省,120.566833,31.294845,0.007961
320506,3,吴中区,江苏省,120.631898,31.264212,0.005346
320507,3,相城区,江苏省,120.642663,31.369088,0.003379
320508,3,姑苏区,江苏省,120.617296,31.336392,0.006078
320509,3,吴江区,江苏省,120.645158,31.138677,0.003964
320581,3,常熟市,江苏省,120.752481,31.654376,0.004927
320582,3,张家港市,江苏省,120.479033,31.899861,0.003528
320583,3,昆山市,江苏省,120.980737,31.385598,0.003487
320585,3,太仓市,江苏省,121.13055,31.457735,0.003951
320602,3,崇川区,江苏省,120.857434,32.009875,0.003123
320611,3,港闸区,江苏省,120.818527,32.032442,0.004711
320612,3,通州区,江苏省,121.075087,32.064161,0.004208
320621,3,海安县,江苏省,120.46737,32.533549,0.003915
320623,3,如东县,江苏省,121.185201,32.331766,0.00405
320681,3,启东市,江苏省,121.657441,31.808026,0.003223
320682,3,如皋市,江苏省,120.574946,32.370557,0.004528
320684,3,海门市,江苏省,121.181615,31.871173,0.004339
320703,3,连云区,江苏省,119.338788,34.760249,0.083501
320706,3,海州区,江苏省,119.19371,34.606756,0.019776
320707,3,赣榆区,江苏省,119.173331,34.841349,0.019022
320722,3,东海县,江苏省,118.752842,34.542309,0.026247
320723,3,灌云县,江苏省,119.239381,34.284381,0.002157
320724,3,灌南县,江苏省,119.315651,34.087135,0.001943
320802,3,清河区,江苏省,119.064767,33.602919,0.009436
320803,3,淮安区,江苏省,119.141099,33.502869,0.004057
320804,3,淮阴区,江苏省,119.034725,33.631893,0.011761
320811,3,清浦区,江苏省,119.064767,33.602919,0.00905
320826,3,涟水县,江苏省,119.260335,33.78096,0.00542
320829,3,洪泽县,江苏省,118.873138,33.294223,0.00925
320830,3,盱眙县,江苏省,118.54436,33.011971,0.036574
320831,3,金湖县,江苏省,119.020585,33.025433,0.006511
320902,3,亭湖区,江苏省,120.197358,33.390536,0.001135
320903,3,盐都区,江苏省,120.153898,33.338094,0.001033
320921,3,响水县,江苏省,119.578364,34.199479,0.002195
320922,3,滨海县,江苏省,119.820831,33.990334,0.000882
320923,3,阜宁县,江苏省,119.802527,33.759325,0.000737
320924,3,射阳县,江苏省,120.258053,33.774806,0.000119
320925,3,建湖县,江苏省,119.798581,33.464204,0.000578
320981,3,东台市,江苏省,120.320331,32.86844,0.003019
320982,3,大丰市,江苏省,120.500858,33.200331,0.001823
321002,3,广陵区,江苏省,119.431849,32.39472,0.006954
321003,3,邗江区,江苏省,119.398015,32.377528,0.008389
321023,3,宝应县,江苏省,119.360729,33.240392,0.002382
321081,3,仪征市,江苏省,119.184766,32.272258,0.023189
321084,3,高邮市,江苏省,119.459161,32.781659,0.003068
321088,3,江都市,江苏省,119.569989,32.434672,0.003472
321102,3,京口区,江苏省,119.47016,32.19828,0.011076
321111,3,润州区,江苏省,119.411945,32.195333,0.022063
321112,3,丹徒区,江苏省,119.433854,32.131962,0.021227
321181,3,丹阳市,江苏省,119.606536,32.010117,0.00882
321182,3,扬中市,江苏省,119.797635,32.234831,0.003231
321183,3,句容市,江苏省,119.168695,31.944999,0.042583
321202,3,海陵区,江苏省,119.919425,32.491016,0.003453
321203,3,高港区,江苏省,119.881717,32.318822,0.004621
321204,3,姜堰区,江苏省,120.127934,32.509155,0.0038
321281,3,兴化市,江苏省,119.852541,32.910459,0.00134
321282,3,靖江市,江苏省,120.277138,31.982751,0.002951
321283,3,泰兴市,江苏省,120.051744,32.171854,0.005146
321302,3,宿城区,江苏省,118.242534,33.963029,0.019101
321311,3,宿豫区,江苏省,118.330782,33.946822,0.019308
321322,3,沭阳县,江苏省,118.804784,34.111022,0.006771
321323,3,泗阳县,江苏省,118.703038,33.72314,0.013654
321324,3,泗洪县,江苏省,118.223591,33.476051,0.016209
330102,3,上城区,浙江省,120.184349,30.25446,0.020718
330103,3,下城区,浙江省,120.180895,30.281714,0.014149
330104,3,江干区,浙江省,120.213843,30.262661,0.010944
330105,3,拱墅区,浙江省,120.141406,30.319037,0.017641
330106,3,西湖区,浙江省,120.130203,30.259324,0.053128
330108,3,滨江区,浙江省,120.146505,30.16245,0.014635
330109,3,萧山区,浙江省,120.264253,30.183806,0.071913
330110,3,余杭区,浙江省,120.245433,30.409974,0.143028
330122,3,桐庐县,浙江省,119.691434,29.793535,0.740722
330127,3,淳安县,浙江省,119.041864,29.608772,0.767541
330182,3,建德市,浙江省,119.281213,29.474884,0.647551
330183,3,富阳市,浙江省,119.960076,30.048692,0.389154
330185,3,临安市,浙江省,119.724733,30.233873,0.834535
330203,3,海曙区,浙江省,121.551066,29.859772,0.006296
330204,3,江东区,浙江省,121.546603,29.816511,0.006354
330205,3,江北区,浙江省,121.555227,29.886757,0.022047
330206,3,北仑区,浙江省,121.844618,29.899044,0.075453
330211,3,镇海区,浙江省,121.71654,29.948998,0.020492
330212,3,鄞州区,浙江省,121.546603,29.816511,0.221998
330225,3,象山县,浙江省,121.869339,29.476705,0.133799
330226,3,宁海县,浙江省,121.429477,29.287939,0.414621
330281,3,余姚市,浙江省,121.154594,30.037858,0.250825
330282,3,慈溪市,浙江省,121.266579,30.169665,0.025592
330283,3,奉化市,浙江省,121.406728,29.65656,0.438486
330302,3,鹿城区,浙江省,120.655135,28.015455,0.427067
330303,3,龙湾区,浙江省,120.811213,27.932747,0.22364
330304,3,瓯海区,浙江省,120.708827,27.914241,0.781885
330322,3,洞头县,浙江省,121.157249,27.836154,0.080567
330324,3,永嘉县,浙江省,120.682144,28.150591,1.115505
330326,3,平阳县,浙江省,120.565793,27.661918,0.628435
330327,3,苍南县,浙江省,120.425766,27.51828,0.479668
330328,3,文成县,浙江省,120.091498,27.786996,1.218963
330329,3,泰顺县,浙江省,119.717649,27.556884,1.054906
330381,3,瑞安市,浙江省,120.655148,27.778657,0.708595
330382,3,乐清市,浙江省,120.967147,28.116083,0.513316
330402,3,南湖区,浙江省,120.783025,30.747842,0.006528
330411,3,秀洲区,浙江省,120.709018,30.765168,0.005989
330421,3,嘉善县,浙江省,120.92585,30.830898,0.00504
330424,3,海盐县,浙江省,120.946263,30.526436,0.00861
330481,3,海宁市,浙江省,120.680757,30.510659,0.007899
330482,3,平湖市,浙江省,121.015142,30.677233,0.006138
330483,3,桐乡市,浙江省,120.565099,30.630173,0.006492
330502,3,吴兴区,浙江省,120.185838,30.857151,0.043961
330503,3,南浔区,浙江省,120.418512,30.84969,0.005084
330521,3,德清县,浙江省,119.977401,30.54251,0.117305
330522,3,长兴县,浙江省,119.910952,31.026666,0.076545
330523,3,安吉县,浙江省,119.680353,30.638675,0.427886
330602,3,越城区,浙江省,120.582633,29.988245,0.04114
330603,3,柯桥区,浙江省,120.495065,30.081942,0.167006
330604,3,上虞区,浙江省,120.868122,30.033121,0.166821
330624,3,新昌县,浙江省,120.903866,29.499832,0.430455
330681,3,诸暨市,浙江省,120.246863,29.708692,0.269465
330683,3,嵊州市,浙江省,120.831025,29.56141,0.480807
330702,3,婺城区,浙江省,119.571633,29.086221,0.552773
330703,3,金东区,浙江省,119.692862,29.099122,0.24464
330723,3,武义县,浙江省,119.816318,28.892721,0.830398
330726,3,浦江县,浙江省,119.892222,29.452477,0.391923
330727,3,磐安县,浙江省,120.450178,29.054048,0.936168
330781,3,兰溪市,浙江省,119.460526,29.208919,0.303144
330782,3,义乌市,浙江省,120.075058,29.306841,0.378964
330783,3,东阳市,浙江省,120.241566,29.289648,0.391804
330784,3,永康市,浙江省,120.047356,28.88899,0.308015
330802,3,柯城区,浙江省,118.871333,28.968504,0.548236
330803,3,衢江区,浙江省,118.95946,28.97978,0.771422
330822,3,常山县,浙江省,118.511249,28.901463,0.49998
330824,3,开化县,浙江省,118.415495,29.137337,0.727415
330825,3,龙游县,浙江省,119.172304,29.028319,0.430629
330881,3,江山市,浙江省,118.626926,28.737245,0.780401
330902,3,定海区,浙江省,122.106773,30.019858,0.066204
330903,3,普陀区,浙江省,122.323867,29.97176,0.053774
330921,3,岱山县,浙江省,122.226237,30.264139,0.038616
330922,3,嵊泗县,浙江省,122.451382,30.725686,0.046686
331002,3,椒江区,浙江省,121.442676,28.673726,0.042273
331003,3,黄岩区,浙江省,121.261893,28.650117,0.672161
331004,3,路桥区,浙江省,121.365123,28.582655,0.017068
331021,3,玉环县,浙江省,121.23685,28.122504,0.069603
331022,3,三门县,浙江省,121.395777,29.104873,0.232567
331023,3,天台县,浙江省,121.006725,29.144079,0.705634
331024,3,仙居县,浙江省,120.735081,28.849213,1.04058
331081,3,温岭市,浙江省,121.385604,28.372506,0.06175
331082,3,临海市,浙江省,121.145047,28.858457,0.488629
331102,3,莲都区,浙江省,119.912612,28.445836,0.917677
